# qstring	phrase	weight	tags
# Japan_Travel board: manually reviewed Japanese place names and travel terms.
# Weights use a log-continuous mapping of combined corpus count 3..545 onto -2.4..-2.0.
# This combines the current crawl with the cached PTT-pretrain-zhtw Japan_Travel corpus.
vUyS5_|JvY	北野異人館	-2.197080	chiaki-modern-overlay,manual,reviewed,japan-travel
hIwT<i0T	南海電鐵	-2.186813	chiaki-modern-overlay,manual,reviewed,japan-travel
PM4>NP	晴空塔	-2.262230	chiaki-modern-overlay,manual,reviewed,japan-travel
n?4W	直島	-2.236971	chiaki-modern-overlay,manual,reviewed,japan-travel
_;|_BY	新大阪	-2.148502	chiaki-modern-overlay,manual,reviewed,japan-travel
SW}ITJ=M	小田原城	-2.213328	chiaki-modern-overlay,manual,reviewed,japan-travel
cfEb	稻荷	-2.054291	chiaki-modern-overlay,manual,reviewed,japan-travel
xU=_wTcVO@vY	美麗海水族館	-2.266625	chiaki-modern-overlay,manual,reviewed,japan-travel
|_BYwhD2	大阪難波	-2.250377	chiaki-modern-overlay,manual,reviewed,japan-travel
=_C:0JQ=	立山連峰	-2.266625	chiaki-modern-overlay,manual,reviewed,japan-travel
S_6N4WEi	鹿兒島縣	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
T0n1RP	西瓜卡	-2.236971	chiaki-modern-overlay,manual,reviewed,japan-travel
FMtO\0=M	名古屋城	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
2P}^	宇治	-2.006780	chiaki-modern-overlay,manual,reviewed,japan-travel
PY_kCE	展望台	-2.021139	chiaki-modern-overlay,manual,reviewed,japan-travel
o=a0[30i	京都車站	-2.040702	chiaki-modern-overlay,manual,reviewed,japan-travel
^;ROFY	親子丼	-2.063383	chiaki-modern-overlay,manual,reviewed,japan-travel
C_vH	汐留	-2.065009	chiaki-modern-overlay,manual,reviewed,japan-travel
cf[j3E	道頓堀	-2.086474	chiaki-modern-overlay,manual,reviewed,japan-travel
F01_pi	一日券	-2.062742	chiaki-modern-overlay,manual,reviewed,japan-travel
_;l5rG	心齋橋	-2.067344	chiaki-modern-overlay,manual,reviewed,japan-travel
FM}^{J3>	明治神宮	-2.078243	chiaki-modern-overlay,manual,reviewed,japan-travel
~=|_4_	東大寺	-2.078243	chiaki-modern-overlay,manual,reviewed,japan-travel
6CTJx\	河原町	-2.087348	chiaki-modern-overlay,manual,reviewed,japan-travel
O1n:	鴨川	-2.088678	chiaki-modern-overlay,manual,reviewed,japan-travel
g:T04>\[	關西空港	-2.094721	chiaki-modern-overlay,manual,reviewed,japan-travel
F0iIA1:i	一蘭拉麵	-2.096680	chiaki-modern-overlay,manual,reviewed,japan-travel
|_BY18	大阪燒	-2.091872	chiaki-modern-overlay,manual,reviewed,japan-travel
w;1_|_Kb	春日大社	-2.102876	chiaki-modern-overlay,manual,reviewed,japan-travel
:C5E?0cf	哲學之道	-2.106735	chiaki-modern-overlay,manual,reviewed,japan-travel
G:c=	三鷹	-2.107874	chiaki-modern-overlay,manual,reviewed,japan-travel
K@:_0_c[	築地市場	-2.109030	chiaki-modern-overlay,manual,reviewed,japan-travel
N:aM4_	天龍寺	-2.110204	chiaki-modern-overlay,manual,reviewed,japan-travel
wTnHvY	海遊館	-2.101808	chiaki-modern-overlay,manual,reviewed,japan-travel
K@L`0>	竹下通	-2.111396	chiaki-modern-overlay,manual,reviewed,japan-travel
x7CE4_	高台寺	-2.115720	chiaki-modern-overlay,manual,reviewed,japan-travel
lZ0_c[	錦市場	-2.113220	chiaki-modern-overlay,manual,reviewed,japan-travel
:_zO{JKb	地主神社	-2.120980	chiaki-modern-overlay,manual,reviewed,japan-travel
EMa\ci	平等院	-2.118305	chiaki-modern-overlay,manual,reviewed,japan-travel
xUc=	美瑛	-2.120303	chiaki-modern-overlay,manual,reviewed,japan-travel
=fKP	繪馬	-2.118965	chiaki-modern-overlay,manual,reviewed,japan-travel
:1BY{JKb	八坂神社	-2.125897	chiaki-modern-overlay,manual,reviewed,japan-travel
91xU8M	阿美橫	-2.124460	chiaki-modern-overlay,manual,reviewed,japan-travel
G:p?G:T:yK	三十三間堂	-2.131150	chiaki-modern-overlay,manual,reviewed,japan-travel
p1CiSWS_	花見小路	-2.128105	chiaki-modern-overlay,manual,reviewed,japan-travel
NFmJ	雷門	-2.131150	chiaki-modern-overlay,manual,reviewed,japan-travel
[L~0	皇居	-2.132720	chiaki-modern-overlay,manual,reviewed,japan-travel
z?0_|?wT:L	迪士尼海洋	-2.138479	chiaki-modern-overlay,manual,reviewed,japan-travel
}F|YxgE0	迴轉壽司	-2.138479	chiaki-modern-overlay,manual,reviewed,japan-travel
O_0_<i0_CE	富士電視台	-2.141085	chiaki-modern-overlay,manual,reviewed,japan-travel
g;aJ:PvY	溫泉旅館	-2.137629	chiaki-modern-overlay,manual,reviewed,japan-travel
|_f<V_Ei	大江戶線	-2.141974	chiaki-modern-overlay,manual,reviewed,japan-travel
@@CicfEb|_Kb	伏見稻荷大社	-2.143784	chiaki-modern-overlay,manual,reviewed,japan-travel
N:PL4_	天王寺	-2.139338	chiaki-modern-overlay,manual,reviewed,japan-travel
EmkG=M	二條城	-2.170948	chiaki-modern-overlay,manual,reviewed,japan-travel
# Second review pass over the same two corpora: boundary-tested n-gram candidates,
# same count -> weight mapping. Readings hand-corrected where the automatic pass
# picked a wrong polyphone reading.
01XDS_G@	屈斜路湖	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
0>N:4C	通天閣	-2.139338	chiaki-modern-overlay,manual,reviewed,japan-travel
0>N:rG	通天橋	-2.300097	chiaki-modern-overlay,manual,reviewed,japan-travel
0>TJx@\0	通圓茶屋	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
0>yKA1:i	通堂拉麵	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
0JX<x73g	鎌倉高校	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
0JX<|_uA	鎌倉大佛	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
0ML_[[	蒙布朗	-2.215624	chiaki-modern-overlay,manual,reviewed,japan-travel
0M[L?0vY	萌黃之館	-2.287252	chiaki-modern-overlay,manual,reviewed,japan-travel
0T9RFY	鐵火丼	-2.213328	chiaki-modern-overlay,manual,reviewed,japan-travel
0W];=A	保津峽	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
0W];n:	保津川	-2.191775	chiaki-modern-overlay,manual,reviewed,japan-travel
0\KX	網走	-2.077854	chiaki-modern-overlay,manual,reviewed,japan-travel
0\KXT:a_	網走監獄	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
0_YcxgE0	柿葉壽司	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
0_yK	室堂	-2.150474	chiaki-modern-overlay,manual,reviewed,japan-travel
0ic[?0TJ	戰場之原	-2.250377	chiaki-modern-overlay,manual,reviewed,japan-travel
1K4C4_cf	銀閣寺道	-2.287252	chiaki-modern-overlay,manual,reviewed,japan-travel
1KC:g;aJ	銀山溫泉	-2.300097	chiaki-modern-overlay,manual,reviewed,japan-travel
1Kpa0>	銀座通	-2.281554	chiaki-modern-overlay,manual,reviewed,japan-travel
1Kpa4_h=N_	銀座四丁目	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
1KpaEi	銀座線	-2.182152	chiaki-modern-overlay,manual,reviewed,japan-travel
1UdM|_rG	彩虹大橋	-2.172262	chiaki-modern-overlay,manual,reviewed,japan-travel
1_0_IMTJ	日式庭園	-2.240110	chiaki-modern-overlay,manual,reviewed,japan-travel
1_KZIJ{Hr\=M	日本環球影城	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
1_KZrG	日本橋	-2.093283	chiaki-modern-overlay,manual,reviewed,japan-travel
1_N_]O	日暮里	-2.225559	chiaki-modern-overlay,manual,reviewed,japan-travel
1_VOtO	日比谷	-2.167134	chiaki-modern-overlay,manual,reviewed,japan-travel
1_VOtOEi	日比谷線	-2.186813	chiaki-modern-overlay,manual,reviewed,japan-travel
1_y<~=mf3>	日光東照宮	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
2:KP4_	鞍馬寺	-2.300097	chiaki-modern-overlay,manual,reviewed,japan-travel
2:KPC:	鞍馬山	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
2:VePMFM	安倍晴明	-2.233955	chiaki-modern-overlay,manual,reviewed,japan-travel
2@lO=_xU\_vY	吉卜力美術館	-2.225559	chiaki-modern-overlay,manual,reviewed,japan-travel
2P6C4W	宇和島	-2.198933	chiaki-modern-overlay,manual,reviewed,japan-travel
2P6C4W=M	宇和島城	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
2PR=:P	宇登呂	-2.243382	chiaki-modern-overlay,manual,reviewed,japan-travel
2P}^Dk{JKb	宇治上神社	-2.222952	chiaki-modern-overlay,manual,reviewed,japan-travel
2P}^TQx@	宇治抹茶	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
2P}^n:	宇治川	-2.163501	chiaki-modern-overlay,manual,reviewed,japan-travel
2P}^rG	宇治橋	-2.220431	chiaki-modern-overlay,manual,reviewed,japan-travel
2P}^{JKb	宇治神社	-2.231053	chiaki-modern-overlay,manual,reviewed,japan-travel
2_nH3;	自由軒	-2.208933	chiaki-modern-overlay,manual,reviewed,japan-travel
2f\=A1:i	味噌拉麵	-2.250377	chiaki-modern-overlay,manual,reviewed,japan-travel
2i>C	扇澤	-2.243382	chiaki-modern-overlay,manual,reviewed,japan-travel
2iy<4_	善光寺	-2.258073	chiaki-modern-overlay,manual,reviewed,japan-travel
3:K9A1:i	斑鳩拉麵	-2.281554	chiaki-modern-overlay,manual,reviewed,japan-travel
3>3@xjxU\_vY	宮崎駿美術館	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
3>4W	宮島	-2.117651	chiaki-modern-overlay,manual,reviewed,japan-travel
3>4WBX	宮島口	-2.287252	chiaki-modern-overlay,manual,reviewed,japan-travel
3En:0>	堀川通	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
3Es\	蕨餅	-2.228257	chiaki-modern-overlay,manual,reviewed,japan-travel
43~\TJ	縮景園	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
4>9>IMTJ	空中庭園	-2.190086	chiaki-modern-overlay,manual,reviewed,japan-travel
4L2@y<4_	常寂光寺	-2.208933	chiaki-modern-overlay,manual,reviewed,japan-travel
4L3ErG	長堀橋	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
4LcIEi	常磐線	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
4LtO4_	長谷寺	-2.222952	chiaki-modern-overlay,manual,reviewed,japan-travel
4WC2wTcf	島波海道	-2.258073	chiaki-modern-overlay,manual,reviewed,japan-travel
4_A_1U?0L9	四季彩之丘	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
4_Mip?n:	四萬十川	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
4_N:PL4_	四天王寺	-2.197080	chiaki-modern-overlay,manual,reviewed,japan-travel
4_N:PLA1:i	四天王拉麵	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
4_kG0>	四條通	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
4_kG6CTJx\	四條河原町	-2.233955	chiaki-modern-overlay,manual,reviewed,japan-travel
4_kG\0>J	四條烏丸	-2.300097	chiaki-modern-overlay,manual,reviewed,japan-travel
4_x\0>	寺町通	-2.243382	chiaki-modern-overlay,manual,reviewed,japan-travel
4i3@\0aM:i	讚岐烏龍麵	-2.254129	chiaki-modern-overlay,manual,reviewed,japan-travel
5JJ<	錢湯	-2.258073	chiaki-modern-overlay,manual,reviewed,japan-travel
5_|JvY	異人館	-2.136789	chiaki-modern-overlay,manual,reviewed,japan-travel
6C@@[O7i	和服體驗	-2.195271	chiaki-modern-overlay,manual,reviewed,japan-travel
6CBXG@|_rG	河口湖大橋	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
6CMK^=R@9i	河豚生魚片	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
6CTJx\0>	河原町通	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
6C];S02=	河津七瀧	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
6C];n:	河津川	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
6C_MxgE0	河童壽司	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
6Cb[\0	合掌屋	-2.231053	chiaki-modern-overlay,manual,reviewed,japan-travel
6Cb[qf	合掌造	-2.246800	chiaki-modern-overlay,manual,reviewed,japan-travel
6Cb[{;	合掌村	-2.154576	chiaki-modern-overlay,manual,reviewed,japan-travel
6CiIvY	荷蘭館	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
6J4W	賢島	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
6drgJ<>C	越後湯澤	-2.262230	chiaki-modern-overlay,manual,reviewed,japan-travel
6hKZN_?0L9	六本木之丘	-2.215624	chiaki-modern-overlay,manual,reviewed,japan-travel
6hNJ\0	六傳屋	-2.276249	chiaki-modern-overlay,manual,reviewed,japan-travel
6hjPC:	六甲山	-2.197080	chiaki-modern-overlay,manual,reviewed,japan-travel
6hjPC:N_c[	六甲山牧場	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
6hjPNXKP	六甲有馬	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
6hp1IM	六花亭	-2.204776	chiaki-modern-overlay,manual,reviewed,japan-travel
78x@	標茶	-2.213328	chiaki-modern-overlay,manual,reviewed,japan-travel
7:C2	丹波	-2.220431	chiaki-modern-overlay,manual,reviewed,japan-travel
7:C2rG	丹波橋	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
7:[V<i[3	單軌電車	-2.211099	chiaki-modern-overlay,manual,reviewed,japan-travel
7`k0?EWlp?	炸豬排定食	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
7iD;	彥根	-2.197080	chiaki-modern-overlay,manual,reviewed,japan-travel
7iD;=M	彥根城	-2.276249	chiaki-modern-overlay,manual,reviewed,japan-travel
7ip?IM	硯石亭	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
8M11EbEi	橫須賀線	-2.276249	chiaki-modern-overlay,manual,reviewed,japan-travel
8MR;\[	橫濱港	-2.266625	chiaki-modern-overlay,manual,reviewed,japan-travel
8Mh=	橫丁	-2.125897	chiaki-modern-overlay,manual,reviewed,japan-travel
91C2o?}I	阿波池田	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
91VeyS	阿倍野	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
91lIG@	阿寒湖	-2.211099	chiaki-modern-overlay,manual,reviewed,japan-travel
91q0{JKb	阿蘇神社	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
9>?04W	中之島	-2.228257	chiaki-modern-overlay,manual,reviewed,japan-travel
9>?04W3>TJ	中之島公園	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
9>F0lg	中伊豆	-2.287252	chiaki-modern-overlay,manual,reviewed,japan-travel
9>L_R0c[	中部機場	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
9>L_WBA_R0c[	中部國際機場	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
9>N_q6	中目黑	-2.262230	chiaki-modern-overlay,manual,reviewed,japan-travel
9>];n:	中津川	-2.281554	chiaki-modern-overlay,manual,reviewed,japan-travel
9>qI4_G@	中禪寺湖	-2.182152	chiaki-modern-overlay,manual,reviewed,japan-travel
9>tOyK	中谷堂	-2.281554	chiaki-modern-overlay,manual,reviewed,japan-travel
9>{;3M2@KZ<i	中村藤吉本店	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
9KwTEi	臨海線	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
9PJ<	女湯	-2.202779	chiaki-modern-overlay,manual,reviewed,japan-travel
9\4W=M	廣島城	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
9j<h	振袖	-2.213328	chiaki-modern-overlay,manual,reviewed,japan-travel
9j\0	陣屋	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
:16:BY	八幡坂	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
:16CN_	八合目	-2.228257	chiaki-modern-overlay,manual,reviewed,japan-travel
:1BY?0NP	八坂之塔	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
:1BYNP	八坂塔	-2.315527	chiaki-modern-overlay,manual,reviewed,japan-travel
:1iM89	八重洲	-2.236971	chiaki-modern-overlay,manual,reviewed,japan-travel
:1iM89BX	八重洲口	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
:>>M:i	沖繩麵	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
:LFMmJ	陽明門	-2.281554	chiaki-modern-overlay,manual,reviewed,japan-travel
:L{?C:	羊蹄山	-2.236971	chiaki-modern-overlay,manual,reviewed,japan-travel
:_9>wT\[^:	地中海港灣	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
:h2PC:	鷲羽山	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
:hp=~\>C	舊輕井澤	-2.276249	chiaki-modern-overlay,manual,reviewed,japan-travel
:i\0kO8L	麵屋武藏	-2.240110	chiaki-modern-overlay,manual,reviewed,japan-travel
;8Db?0P;	雕刻之森	-2.300097	chiaki-modern-overlay,manual,reviewed,japan-travel
;8R@^=R@9i	鯛魚生魚片	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
;fNJ	貴船	-2.137629	chiaki-modern-overlay,manual,reviewed,japan-travel
;fNJn:	貴船川	-2.315527	chiaki-modern-overlay,manual,reviewed,japan-travel
;fNJ{JKb	貴船神社	-2.236971	chiaki-modern-overlay,manual,reviewed,japan-travel
;fn:	桂川	-2.258073	chiaki-modern-overlay,manual,reviewed,japan-travel
<<F0CWp1}I	薰衣草花田	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
<@S0rG	吾妻橋	-2.258073	chiaki-modern-overlay,manual,reviewed,japan-travel
<@z?[1	無敵家	-2.138479	chiaki-modern-overlay,manual,reviewed,japan-travel
<_O_0_	逆富士	-2.266625	chiaki-modern-overlay,manual,reviewed,japan-travel
<i\0rG	淀屋橋	-2.281554	chiaki-modern-overlay,manual,reviewed,japan-travel
=1Ei\[	發現港	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
=M3@g;aJ	城崎溫泉	-2.243382	chiaki-modern-overlay,manual,reviewed,japan-travel
=M3@wTph	城崎海岸	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
=MR0	城跡	-2.211099	chiaki-modern-overlay,manual,reviewed,japan-travel
=M[3pi	乘車券	-2.182152	chiaki-modern-overlay,manual,reviewed,japan-travel
=M}I@b3e	成田特快	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
=_9K3>TJ	栗林公園	-2.266625	chiaki-modern-overlay,manual,reviewed,japan-travel
=_C:0_yK	立山室堂	-2.315527	chiaki-modern-overlay,manual,reviewed,japan-travel
=_N_];:10_	利木津巴士	-2.177757	chiaki-modern-overlay,manual,reviewed,japan-travel
=_QdjP	立待岬	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
=fVOxgp1TJ	惠比壽花園	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
=f];	會津	-2.179194	chiaki-modern-overlay,manual,reviewed,japan-travel
>EOb?i|J	白色戀人	-2.222952	chiaki-modern-overlay,manual,reviewed,japan-travel
>ER;	白濱	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
>En:0>	白川通	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
>J?0\e	丸之內	-2.153530	chiaki-modern-overlay,manual,reviewed,japan-travel
>J?0\eEi	丸之內線	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
>J?0\ewl0>	丸之內仲通	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
>J?0\e|_`H	丸之內大樓	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
>JL7=M	丸龜城	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
>J~\mTha	丸井百貨	-2.300097	chiaki-modern-overlay,manual,reviewed,japan-travel
?03>TJ	芝公園	-2.262230	chiaki-modern-overlay,manual,reviewed,japan-travel
?03Gc=	枝垂櫻	-2.240110	chiaki-modern-overlay,manual,reviewed,japan-travel
?0;;ci	知恩院	-2.156712	chiaki-modern-overlay,manual,reviewed,japan-travel
?0V_G@	支笏湖	-2.215624	chiaki-modern-overlay,manual,reviewed,japan-travel
?0`L	知床	-2.141085	chiaki-modern-overlay,manual,reviewed,japan-travel
?0`LXD]O	知床斜里	-2.271286	chiaki-modern-overlay,manual,reviewed,japan-travel
?0`LkOG@	知床五湖	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
?0`Lqh4W	知床半島	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
?0c=	芝櫻	-2.236971	chiaki-modern-overlay,manual,reviewed,japan-travel
?9KM3>vY	幽靈公館	-2.254129	chiaki-modern-overlay,manual,reviewed,japan-travel
?>C:0_	松山市	-2.236971	chiaki-modern-overlay,manual,reviewed,japan-travel
?>KZ0_	松本市	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
?>KZp=	松本清	-2.172262	chiaki-modern-overlay,manual,reviewed,japan-travel
?>Ycgc	松葉蟹	-2.222952	chiaki-modern-overlay,manual,reviewed,japan-travel
?>f<=M	松江城	-2.254129	chiaki-modern-overlay,manual,reviewed,japan-travel
?itPIM	煉瓦亭	-2.300097	chiaki-modern-overlay,manual,reviewed,japan-travel
?lXiBbTJ	夢幻樂園	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
@@?0C:	福知山	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
@@M<m_uh	福岡巨蛋	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
@b2@ac[3	特急列車	-2.182152	chiaki-modern-overlay,manual,reviewed,japan-travel
A1:iSWS_	拉麵小路	-2.179194	chiaki-modern-overlay,manual,reviewed,japan-travel
A1:iql6CWB	拉麵共和國	-2.315527	chiaki-modern-overlay,manual,reviewed,japan-travel
A1:irAK_vY	拉麵博物館	-2.195271	chiaki-modern-overlay,manual,reviewed,japan-travel
ARP_	佐渡	-2.228257	chiaki-modern-overlay,manual,reviewed,japan-travel
AZC:=M	犬山城	-2.262230	chiaki-modern-overlay,manual,reviewed,japan-travel
BW]KC:	早雲山	-2.204776	chiaki-modern-overlay,manual,reviewed,japan-travel
BWwIC:	藻岩山	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
BY2@<i0T	阪急電鐵	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
BY2@<i[3	阪急電車	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
BY2@G:6:v4	阪急三番街	-2.400000	chiaki-modern-overlay,manual,reviewed,japan-travel
BY2@mTha	阪急百貨	-2.307425	chiaki-modern-overlay,manual,reviewed,japan-travel
BY{J<i[3	阪神電車	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
BY{JmTha	阪神百貨	-2.324583	chiaki-modern-overlay,manual,reviewed,japan-travel
Bb:i\0	樂麵屋	-2.315527	chiaki-modern-overlay,manual,reviewed,japan-travel
Bbx7BbTJ	樂高樂園	-2.250377	chiaki-modern-overlay,manual,reviewed,japan-travel
C2Dk3>	波上宮	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
C2ln?0P;	玻璃之森	-2.315527	chiaki-modern-overlay,manual,reviewed,japan-travel
C:9>G@	山中湖	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
C::LKZEi	山陽本線	-2.346703	chiaki-modern-overlay,manual,reviewed,japan-travel
C:L`3>TJ	山下公園	-2.246800	chiaki-modern-overlay,manual,reviewed,japan-travel
C:Q;KZEi	山陰本線	-2.293407	chiaki-modern-overlay,manual,reviewed,japan-travel
C:U3	山科	-2.250377	chiaki-modern-overlay,manual,reviewed,japan-travel
C:^H9R	山頭火	-2.250377	chiaki-modern-overlay,manual,reviewed,japan-travel
CEc[wTR;3>TJ	台場海濱公園	-2.266625	chiaki-modern-overlay,manual,reviewed,japan-travel
C_[1IM	夕佳亭	-2.360722	chiaki-modern-overlay,manual,reviewed,japan-travel
Ci4L4_	建長寺	-2.334850	chiaki-modern-overlay,manual,reviewed,japan-travel
